"logFC","FC","P.Value","adj.P.Val","entrez_ID","ensembl_ID","merged_symbol","merged_description","ensembl_description","AveExpr","CI.L","CI.R","t"
-1.37650055564407,-2.59637821371643,2.6310331352544e-11,3.2736679183772e-10,"111588906","ENSAOCG00000003365","hrob_ENSAOCG00000003365","homologous recombination factor with OB-fold","homologous recombination factor with OB-fold",0.645295464369102,-1.92381739710076,-0.829183714187386,-7.50966886531895
-1.3755773686843,-2.59471731124009,2.9489548945948e-06,1.10749068037982e-05,"129347841",NA,"LOC129347841","uncharacterized LOC129347841",NA,-0.655563802557643,-2.20407612154248,-0.547078615826131,-4.95765580235437
-1.37458448422197,-2.59293220203528,1.57007335245505e-15,7.63346272351624e-14,"111587321","ENSAOCG00000019078","chaf1a","chromatin assembly factor 1, subunit A (p150)","chromatin assembly factor 1 subunit A",4.95613926113089,-1.80815404506912,-0.941014923374829,-9.46663998585931
-1.37345459875243,-2.59090227236069,6.02125805633972e-12,8.95620552606663e-11,"111583318","ENSAOCG00000011873","fitm1l","fat storage inducing transmembrane protein 1, like","fat storage-inducing transmembrane protein 1-like",3.10018922781761,-1.89847862853271,-0.848430568972149,-7.8112103865118
-1.37184861134245,-2.58801972184747,1.08137841147898e-17,1.34628486858001e-15,"111562642","ENSAOCG00000004914","gins1","GINS complex subunit 1 (Psf1 homolog)","GINS complex subunit 1",3.10605142197856,-1.76356878498929,-0.980128437695606,-10.4571528978642
-1.37159297376981,-2.58756117971011,3.38888071643652e-15,1.45979425741219e-13,"111581452","ENSAOCG00000003047","LOC111581452_CYB5R1","NADH-cytochrome b5 reductase 2","NADH-cytochrome b5 reductase 2-like",4.19457160282326,-1.81133128274658,-0.931854664793037,-9.31352657523157
-1.36834489049018,-2.58174209806923,3.42473382217789e-15,1.47229375373388e-13,"111581135","ENSAOCG00000010753","LOC111581135_RRM2","ribonucleoside-diphosphate reductase subunit M2","ribonucleoside-diphosphate reductase subunit M2-like",4.75112462167345,-1.8071405582469,-0.929549222733466,-9.31143148768388
-1.36589461284739,-2.57736098094664,1.63331999980886e-15,7.85233173122394e-14,"111582574","ENSAOCG00000005070","gins4","GINS complex subunit 4 (Sld5 homolog)","GINS complex subunit 4",3.04053830650687,-1.79708110719262,-0.934708118502162,-9.45878276096138
-1.36478609662464,-2.57538138787097,1.80498503461537e-11,2.33604372049962e-10,"111576553","ENSAOCG00000008496","uhrf1","ubiquitin-like with PHD and ring finger domains 1","ubiquitin like with PHD and ring finger domains 1",5.16665265946528,-1.90191530810164,-0.827656885147636,-7.58698151807635
-1.36384378774327,-2.5736998042278,1.41976749923998e-11,1.89343358505454e-10,"111574685","ENSAOCG00000002723","haao","3-hydroxyanthranilate 3,4-dioxygenase","3-hydroxyanthranilate 3,4-dioxygenase",4.86761915777958,-1.89714686204348,-0.830540713443062,-7.63613769533672
-1.36305976038608,-2.57230151643935,7.28133007088668e-13,1.44672774046824e-11,"111581071","ENSAOCG00000013472","adamts17","ADAM metallopeptidase with thrombospondin type 1 motif, 17","ADAM metallopeptidase with thrombospondin type 1 motif 17",3.36169906938821,-1.857048976295,-0.86907054447716,-8.23911637640935
-1.36163913412085,-2.56976980988094,6.67168831491187e-08,3.54451955911623e-07,"111564987","ENSAOCG00000005029","si:dkey-183n20.15_ENSAOCG00000005029","RING-HC_RNF170 domain-containing protein","E3 ubiquitin-protein ligase RNF170-like",0.375432644814325,-2.05799901899197,-0.665279249249721,-5.83863717782289
-1.36082653008263,-2.56832278380763,5.01999529668298e-14,1.4790787783852e-12,"111572556","ENSAOCG00000008997","rfc5","replication factor C (activator 1) 5","replication factor C subunit 5",3.38193168936838,-1.82384060479364,-0.897812455371616,-8.77590236685005
-1.36078749496458,-2.56825329342753,8.03569612102927e-12,1.15305012028467e-10,"111588551","ENSAOCG00000014902","tmem119a_ENSAOCG00000014902","transmembrane protein 119a","transmembrane protein 119-like",2.72468257248491,-1.88491520955131,-0.836659780377846,-7.75240393508395
-1.35622929991384,-2.56015170225234,7.35713291915006e-06,2.54919447896805e-05,"129349138",NA,"LOC129349138","uncharacterized LOC129349138",NA,-0.379345681811416,-2.21184114482138,-0.500617455006288,-4.73303311240329
-1.35607282217303,-2.55987403786825,1.43123236414596e-05,4.65718124474628e-05,"129347851",NA,"LOC129347851","rho guanine nucleotide exchange factor 39-like",NA,-0.0726702917935641,-2.24293395314522,-0.46921169120083,-4.56573393112212
-1.35430094992479,-2.55673201170615,9.23773095722968e-14,2.46545538236447e-12,"111580330","ENSAOCG00000023135","LOC111580330_ENSAOCG00000023135","rac GTPase-activating protein 1-like","rac GTPase-activating protein 1-like.1",3.0878047336392,-1.8215926328573,-0.887009266992276,-8.65386946821999
-1.35251065197813,-2.55356122853248,2.20100912406656e-14,7.27075682732294e-13,"111571711",NA,"LOC111571711","uncharacterized LOC111571711",NA,1.72599670991852,-1.80421729716849,-0.900804006787771,-8.94061560128388
-1.35235666992089,-2.55328869579537,1.23285495992037e-12,2.2426714634092e-11,"111570462","ENSAOCG00000014237","crabp2b","cellular retinoic acid binding protein 2, b","cellular retinoic acid-binding protein 2-like.1",2.76755103938752,-1.84887187027492,-0.855841469566848,-8.13283398548996
-1.35226660085413,-2.55312929609902,1.80185521866355e-19,4.31203974439727e-17,"111586334","ENSAOCG00000009288","LOC111586334_tgm2a","protein-glutamine gamma-glutamyltransferase 2-like.3","protein-glutamine gamma-glutamyltransferase 2-like",5.32613402292249,-1.71035323100081,-0.994179970707443,-11.2760611920874
-1.35219169375786,-2.55299673687363,3.01553436211027e-15,1.32278165155053e-13,"111574559","ENSAOCG00000000885","col11a1a","collagen, type XI, alpha 1a","collagen type XI alpha 1 chain",7.18230291407527,-1.7846310289738,-0.919752358541927,-9.33676184289148
-1.34892035642815,-2.54721432852469,3.56458164937081e-10,3.25037932109012e-09,"111564303","ENSAOCG00000006348","hells","helicase, lymphoid specific","helicase, lymphoid specific",4.67839958586634,-1.92687726415025,-0.770963448706058,-6.96905766790094
-1.34863274373689,-2.54670657177331,3.26442550805706e-09,2.36174661043107e-08,"111573421","ENSAOCG00000000852","LOC111573421_ADAMTS16","A disintegrin and metalloproteinase with thrombospondin motifs 16","A disintegrin and metalloproteinase with thrombospondin motifs 16-like",1.08777675555771,-1.96821323813465,-0.729052249339131,-6.49948837549591
-1.34783125993016,-2.54529215143501,4.86386969039033e-12,7.49878492423959e-11,"111578266","ENSAOCG00000005899","pyroxd2","pyridine nucleotide-disulphide oxidoreductase domain 2","pyridine nucleotide-disulphide oxidoreductase domain 2",3.61726168999234,-1.8602111154194,-0.83545140444091,-7.85464725750116
-1.34733987012052,-2.54442535865368,3.77773655116303e-09,2.68974842442808e-08,"111582684","ENSAOCG00000023033","LOC111582684_ENSAOCG00000023033","endosialin-like","endosialin-like",5.19336104062844,-1.96932845093439,-0.725351289306643,-6.46811835960556
-1.34539368925627,-2.54099526894979,2.32868546380011e-18,3.79030603352693e-16,"111574104","ENSAOCG00000016442","LOC111574104_MMP11","stromelysin-3-like","stromelysin-3-like",4.79763518295174,-1.7186248008473,-0.972162577665244,-10.7635307627176
-1.34439039261584,-2.53922879322751,1.29390125349119e-13,3.27217549089874e-12,"111588528","ENSAOCG00000015635","LOC111588528_ENSAOCG00000015635","apolipoprotein A-IV-like.1","apoA4b",6.2107076415766,-1.81190948735223,-0.876871297879456,-8.58636320555307
-1.34070307960915,-2.53274719028894,6.00897531145885e-06,2.1206178970703e-05,"118470645",NA,"LOC118470645","putative hydro-lyase OCAR_7359/OCA5_c07590",NA,2.03285994935186,-2.17763758726288,-0.503768571955424,-4.78326388371614
-1.34020636668748,-2.5318753277844,0.000112203059496841,0.000305477119889136,"118469147",NA,"LOC118469147","uncharacterized LOC118469147",NA,-0.695164117850908,-2.33487240974405,-0.345540323630906,-4.0232553118402
-1.3362022678177,-2.52485802795896,1.19099074870095e-15,6.13673654199068e-14,"111578945","ENSAOCG00000008102","chaf1b","chromatin assembly factor 1, subunit B","chromatin assembly factor 1 subunit B",3.69047682831675,-1.75523202352514,-0.917172512110264,-9.52161351127275
-1.33238943929722,-2.51819401341786,6.69547156075305e-16,3.80493579091027e-14,"111571989","ENSAOCG00000004851","fen1","flap structure-specific endonuclease 1","flap structure-specific endonuclease 1",4.51137300994625,-1.74525637833736,-0.919522500257081,-9.63616621796749
-1.33214676004239,-2.51777045747998,3.13261283864637e-12,5.12691605765696e-11,"111575442","ENSAOCG00000000284","cenpl","centromere protein L","centromere protein L",1.47302964403553,-1.83286659569938,-0.831426924385412,-7.94402286065656
-1.33083069649922,-2.51547472974553,0.000806290223361572,0.00184312023251555,"111573780","ENSAOCG00000024381","LOC111573780_klhl7","kelch-like protein 7","kelch-like protein 7.1",-0.847597018561788,-2.4803781007161,-0.181283292282328,-3.45683883987838
-1.33036590093901,-2.51466444542718,1.18097612358504e-20,4.62470249995903e-18,"111562606","ENSAOCG00000006152","LOC111562606_apoa4a","apolipoprotein A-IV-like","apoA4a.1",7.48434280774692,-1.66628750977381,-0.994444292104216,-11.8254144783661
-1.32863515156576,-2.51164950171978,4.61574401268974e-06,1.66578241530348e-05,"111573036","ENSAOCG00000006997","LOC111573036_KBTBD13","kelch repeat and BTB domain-containing protein 13","kelch repeat and BTB domain-containing protein 13-like.1",-0.308055553979304,-2.14691241310683,-0.51035789002469,-4.84828859852371
-1.32461501479658,-2.50466041590298,2.19449150458996e-14,7.26036221595369e-13,"111585115","ENSAOCG00000006242","ncam3_ENSAOCG00000006242","neural cell adhesion molecule 3","neural cell adhesion molecule 1-like",3.2827193040883,-1.76697588752611,-0.88225414206705,-8.94120754181971
-1.32029125149565,-2.49716517500762,2.29252066843772e-13,5.39042687301436e-12,"111585395","ENSAOCG00000002397","otc","ornithine transcarbamylase","ornithine carbamoyltransferase",3.81465392251959,-1.78564867038734,-0.854933832603959,-8.47161697708082
-1.31895294716431,-2.49484977412243,5.73156370679108e-12,8.60253791755166e-11,"129350163",NA,"LOC129350163","uncharacterized LOC129350163",NA,1.42292297963904,-1.82249579890753,-0.815410095421083,-7.82124834184266
-1.31873022295172,-2.49446464729654,1.0795656173024e-11,1.49321303387823e-10,"111588531","ENSAOCG00000015710","LOC111588531_ENSAOCG00000015710","trypsinogen-like protein 3","ENSAOCG00000015710 (trypsinogen)",3.57299267364486,-1.83063814819074,-0.806822297712694,-7.69214238674881
-1.31870599383858,-2.49442275475728,7.64363456376237e-14,2.12424001592663e-12,"111576626","ENSAOCG00000005350","kntc1","kinetochore associated 1","kinetochore associated 1",3.91763097066867,-1.77173064742319,-0.865681340253977,-8.69179253635291
-1.31811183832408,-2.49339567013558,3.54875488859756e-24,6.36942356588452e-21,"111585857","ENSAOCG00000004641","cgref1_ENSAOCG00000004641","cell growth regulator with EF-hand domain 1","cell growth regulator with EF-hand domain 1",4.19979620936758,-1.60982939905924,-1.02639427758892,-13.4918932253055
-1.31772764951658,-2.49273176879497,1.07494853885769e-11,1.48793326670417e-10,"111574894",NA,"LOC111574894","uncharacterized LOC111574894",NA,2.2530259891268,-1.82918817891071,-0.80626712012246,-7.69301790636251
-1.31719292477739,-2.49180802655007,1.26006829170719e-07,6.3232411152818e-07,"111587666","ENSAOCG00000002791","zgc:194887","uncharacterized LOC111587666","fibrinogen-like protein 1-like protein",0.557255100100702,-2.00776326615408,-0.626622583400697,-5.69540582840684
-1.31391628662026,-2.48615507275103,9.04075854931122e-22,6.49066192116883e-19,"111575129","ENSAOCG00000016996","LOC111575129_sc5d","lathosterol oxidase-like","lathosterol oxidase-like",4.66547306685534,-1.6316494124024,-0.996183160838119,-12.3477665244415
-1.31298719209347,-2.48455450618167,6.18946444812308e-13,1.26358943396848e-11,"111567831","ENSAOCG00000006810","adamts12_ENSAOCG00000006810","ADAM metallopeptidase with thrombospondin type 1 motif, 12","A disintegrin and metalloproteinase with thrombospondin motifs 12-like",4.47676939550103,-1.78694586976778,-0.839028514419157,-8.27186082834917
-1.31267033586846,-2.48400888836571,1.3798132824256e-10,1.40778865357095e-09,"111584582","ENSAOCG00000004956","col11a2","collagen, type XI, alpha 2","collagen alpha-2(XI) chain-like",7.82867396730497,-1.8595446687674,-0.765796002969512,-7.16722995758898
-1.31176521445822,-2.48245095378447,1.27093334116985e-13,3.23562202152673e-12,"111588676","ENSAOCG00000022117","hyi","hydroxypyruvate isomerase","hydroxypyruvate isomerase (putative)",3.13457841830243,-1.76774808565141,-0.855782343265029,-8.58995303935606
-1.31057098481277,-2.48039688847176,4.85086182578001e-18,6.8735435528717e-16,"111567059",NA,"LOC111567059","troponin I, slow skeletal muscle-like.1",NA,4.79526988523117,-1.67915897256603,-0.941982997059509,-10.6170186353147
-1.30667039415449,-2.47369973810289,2.43517953561489e-07,1.14617344488797e-06,"118471564",NA,"LOC118471564","uncharacterized LOC118471564",NA,0.576932165696578,-2.01027395209054,-0.603066836218449,-5.54525130506109
-1.30570376700227,-2.4720428775794,1.92819829769837e-10,1.8963257961565e-09,"111567302",NA,"dbf4b","DBF4 zinc finger B",NA,1.19709064678086,-1.85501672797688,-0.756390806027663,-7.09754278531295
-1.30337707041338,-2.46805932037717,1.42157460646673e-16,1.08264481048524e-14,"111577700","ENSAOCG00000008693","anxa6","annexin A6","annexin A6",6.40035709090526,-1.69473760385708,-0.912016536969674,-9.94434670835372
-1.30246388510971,-2.4664976026946,7.07509908851406e-10,6.02782769653543e-09,"111573101","ENSAOCG00000005321","fignl1","fidgetin-like 1","fidgetin like 1",2.36838994886746,-1.87230776405465,-0.73262000616476,-6.82484843010216
-1.30044155795308,-2.46304256159826,4.18945816749715e-09,2.94300554506045e-08,"111581360","ENSAOCG00000003990","dpys","dihydropyrimidinase","dihydropyrimidinase",3.99901491766145,-1.90285255444608,-0.69803056146008,-6.44586428208675
-1.29736669804406,-2.45779859422051,1.56912497986654e-11,2.07336281081997e-10,"111573984","ENSAOCG00000020147","traip","TRAF-interacting protein","TRAF interacting protein",2.00521882334021,-1.80603905139255,-0.788694344695561,-7.61566479417677
-1.29672750221526,-2.45670989106982,3.60343878043218e-18,5.21771542374289e-16,"111581953","ENSAOCG00000007797","pycr1b_ENSAOCG00000007797","pyrroline-5-carboxylate reductase 1b","pyrroline-5-carboxylate reductase 1, mitochondrial-like",4.90064320927286,-1.6593955286615,-0.934059475769021,-10.6763465236982
-1.29439584131009,-2.45274260220135,6.93042582912491e-16,3.87707822097902e-14,"111579731","ENSAOCG00000017626","cdk2","cyclin-dependent kinase 2","cyclin dependent kinase 2",4.4994823182649,-1.6957754334876,-0.893016249132577,-9.6293069328731
-1.29317190730882,-2.45066266018568,1.14311792507748e-16,9.02593609009826e-15,"111578375","ENSAOCG00000003683","crtap","cartilage associated protein","cartilage associated protein",4.38662387152426,-1.67978239491274,-0.906561419704904,-9.98770804736778
-1.29238115194065,-2.4493197958851,5.86667777717368e-13,1.2068434189567e-11,"111585464","ENSAOCG00000016090","tram2","translocation associated membrane protein 2","translocation associated membrane protein 2",3.452053565334,-1.75829374405736,-0.826468559823944,-8.28265126090013
-1.29200241290808,-2.44867688021012,9.81894142591272e-13,1.85671958236443e-11,"111567886","ENSAOCG00000023516","ticrr_ENSAOCG00000023516","TopBP1-interacting, checkpoint, and replication regulator","TOPBP1 interacting checkpoint and replication regulator",2.43393837452669,-1.76369278985628,-0.820312035959875,-8.17879865590397
-1.29016421926629,-2.44555891291827,4.5675583955374e-13,9.82777949281563e-12,"111567650","ENSAOCG00000013225","LOC111567650_tm6sf2a","transmembrane 6 superfamily member 2-like","transmembrane 6 superfamily member 2-like",4.83321676945613,-1.75246450151209,-0.827863937020492,-8.33305106241396
-1.2888978225986,-2.44341314498065,8.46478146900465e-10,7.06224008532979e-09,"111566251",NA,"LOC111566251","high affinity choline transporter 1-like",NA,5.47538756624676,-1.85595407749376,-0.721841567703441,-6.78696411841423
-1.28685255050576,-2.43995163449272,1.64301275455862e-14,5.61701725518786e-13,"111569587",NA,"si:dkeyp-117h8.4","uncharacterized LOC111569587",NA,2.26610097092389,-1.71384444323439,-0.859860657777123,-8.99896094235322
-1.28227187050636,-2.43221686539064,2.92013051050402e-12,4.82314194288616e-11,"111586192","ENSAOCG00000013298","arhgef39","Rho guanine nucleotide exchange factor (GEF) 39","Rho guanine nucleotide exchange factor 39",2.03869675929794,-1.76338198545511,-0.801161755557603,-7.95827305148281
-1.27782808165387,-2.42473667784709,0.000668514603148941,0.00155591825401144,"118470940",NA,"LOC118470940","uncharacterized LOC118470940",NA,-0.987379593510026,-2.36389264441641,-0.191763518891325,-3.51317669445978
-1.2771035592818,-2.42351927925173,1.24820223414425e-11,1.69399998229357e-10,"111563839",NA,"LOC111563839","uncharacterized LOC111563839",NA,5.84375378535845,-1.77477188245897,-0.779435236104631,-7.66247949091967
-1.27569674338972,-2.42115718362282,9.69875834406695e-14,2.55994923057002e-12,"111581379","ENSAOCG00000003814","c6h5orf34_ENSAOCG00000003814","chromosome 6 C5orf34 homolog","chromosome unknown C5orf34 homolog",1.91904937792832,-1.71636326604022,-0.835030220739231,-8.64411620889768
-1.27507916905829,-2.42012098089275,3.01782141524297e-13,6.86355202127804e-12,"111569638",NA,"orc1","origin recognition complex, subunit 1",NA,3.3435352960073,-1.72744938442565,-0.822708953690938,-8.41639978246409
-1.27427405784996,-2.41877078359396,7.79855261926964e-13,1.53252943716998e-11,"111580869","ENSAOCG00000021558","vtnb","vitronectin b","vitronectin-like.1",5.27235424203165,-1.73686317546322,-0.811684940236706,-8.22527900414346
-1.27091302185128,-2.4131423499407,8.50954876608163e-13,1.64841215711349e-11,"111574964",NA,"LOC111574964","ankyrin repeat and SOCS box protein 2-like",NA,2.80643340682996,-1.7332712589794,-0.808554784723158,-8.20768043223413
-1.26878207411377,-2.40958062398677,3.51256812451651e-15,1.49513225821812e-13,"111579697",NA,"wdr90","WD repeat domain 90",NA,2.87905209631676,-1.67587072146366,-0.861693426763876,-9.30639006246471
-1.26435646793334,-2.40220032869899,2.98545617714748e-06,1.11944211600631e-05,"111576317","ENSAOCG00000018413","LOC111576317_ENSAOCG00000018413","uncharacterized LOC111576317","LOC111576317 (cerebellin 3 precursor orthologue)",7.78384941459146,-2.02632666793816,-0.502386267928526,-4.95467025197738
-1.26329643225855,-2.40043593449277,2.71679652729952e-08,1.57720656617189e-07,"111584991","ENSAOCG00000009244","cps1","carbamoyl-phosphate synthase 1, mitochondrial","carbamoyl-phosphate synthase 1",1.35252934270034,-1.88798521361499,-0.638607650902116,-6.0384402233176
-1.26259813788593,-2.39927435476705,3.64142426399373e-13,8.11054765231612e-12,"111588925","ENSAOCG00000021730","rfc4","replication factor C (activator 1) 4","replication factor C subunit 4",3.77766311870725,-1.7125591775699,-0.812637098201959,-8.37863827435445
-1.26114485311059,-2.39685868605614,6.75503993461375e-13,1.3609920496886e-11,"111566546","ENSAOCG00000013995","stil","STIL centriolar assembly protein","STIL centriolar assembly protein",1.59647519398245,-1.71736145843183,-0.804928247789351,-8.25423998754008
-1.26061618306506,-2.3959805273237,1.01404360889393e-14,3.63402183832904e-13,"111581112","ENSAOCG00000011269","pola2","polymerase (DNA directed), alpha 2","DNA polymerase alpha 2, accessory subunit",3.81878455683867,-1.67447665517582,-0.846755710954291,-9.0951975738111
-1.25991419260906,-2.39481496823019,4.63448780333048e-19,1.00825856876901e-16,"111587765","ENSAOCG00000002838","gart","phosphoribosylglycinamide formyltransferase","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",4.34189733335911,-1.59924918049876,-0.920579204719365,-11.086527426963
-1.25808644835473,-2.3917829083185,8.15856227600462e-14,2.22993799873842e-12,"111564106","ENSAOCG00000015474","cdca5","cell division cycle associated 5","cell division cycle associated 5",2.87050997501787,-1.69093592003805,-0.825236976671409,-8.67874246003152
-1.25758535601983,-2.39095231284713,1.71394410222704e-16,1.25560979842741e-14,"111587623","ENSAOCG00000000223","ncapg2","non-SMC condensin II complex, subunit G2","non-SMC condensin II complex subunit G2",3.35835425402884,-1.63661397223801,-0.878556739801652,-9.90714866644264
-1.25624534685231,-2.38873257100279,7.3564332367e-18,9.72042080073893e-16,"111584365","ENSAOCG00000012107","cnp","2',3'-cyclic nucleotide 3' phosphodiesterase","2',3'-cyclic nucleotide 3' phosphodiesterase",5.36761965078335,-1.6123406105476,-0.900150083157019,-10.5339554482416
-1.25569281189398,-2.38781789014407,4.33617138823973e-17,4.1142052581457e-15,"111569811","ENSAOCG00000020928","smc2","structural maintenance of chromosomes 2","structural maintenance of chromosomes 2",4.71802463949166,-1.62398662116933,-0.887399002618621,-10.1805724243415
-1.25394985186294,-2.38493484279035,4.0028249710221e-15,1.64021026144344e-13,"111562935","ENSAOCG00000010883","anln2_ENSAOCG00000010883","anillin, actin binding protein 2","anillin-like",3.43874957215689,-1.65740728841217,-0.850492415313721,-9.28037770518791
-1.25153702246988,-2.38094950187475,1.9514965302104e-08,1.17111541564981e-07,"118470145",NA,"si:ch211-76l23.4","uncharacterized si:ch211-76l23.4",NA,3.79351225723924,-1.86303030833475,-0.640043736605004,-6.1113227019274
-1.24739820776037,-2.37412880381274,3.20614071587813e-11,3.89035823879342e-10,"111565764","ENSAOCG00000016382","adamts18","ADAM metallopeptidase with thrombospondin type 1 motif, 18","ADAM metallopeptidase with thrombospondin type 1 motif 18",2.33098806535261,-1.74608057457804,-0.748715840942698,-7.46903186229946
-1.24673926484692,-2.37304468132536,2.98029206462685e-12,4.90370744751208e-11,"111579438","ENSAOCG00000013248","LOC111579438_MYADML2","myeloid-associated differentiation marker-like protein 2","myeloid-associated differentiation marker-like protein 2.2",3.42579654743419,-1.71476078442037,-0.778717745273478,-7.95413620437839
-1.24586255820263,-2.37160305161623,4.23663710601327e-17,4.03755265439442e-15,"111568283","ENSAOCG00000010232","LOC111568283_ENSAOCG00000010232","uncharacterized LOC111568283","uncharacterized LOC111568283",3.8804861135711,-1.61110734535373,-0.880617771051518,-10.1851942528652
-1.24565082156996,-2.37125500966528,2.79044951722919e-18,4.32379148935843e-16,"111562833","ENSAOCG00000015579","ncaph2","non-SMC condensin II complex, subunit H2","non-SMC condensin II complex subunit H2",3.0536738878329,-1.59237579513634,-0.898925848003575,-10.7273982394119
-1.24551973786598,-2.37103956651188,9.20809756942727e-14,2.46365224161894e-12,"111579758","ENSAOCG00000018178","cnpy2","canopy FGF signaling regulator 2","canopy FGF signaling regulator 2",3.92601394490223,-1.67524530553848,-0.815794170193474,-8.65451288165899
-1.24419265537233,-2.36885953660273,2.21345085215145e-09,1.66398968424565e-08,"111567856","ENSAOCG00000005817","polq","polymerase (DNA directed), theta","DNA polymerase theta",0.994596253981135,-1.80856782793328,-0.679817482811381,-6.5826829978905
-1.24270687650594,-2.36642119058724,8.95704685930689e-15,3.2808992390434e-13,"111567370",NA,"mrc2","mannose receptor, C type 2",NA,4.62084849569692,-1.6495812289859,-0.835832524025981,-9.11993189520753
-1.24247090414493,-2.36603416192603,2.22971789780199e-14,7.34306790257788e-13,"111587282","ENSAOCG00000024448","tfr1a","transferrin receptor 1a","transferrin receptor protein 1-like.1",6.72301944609186,-1.65754696071683,-0.827394847573031,-8.93802888172885
-1.24104887399717,-2.36370316738521,2.42093073541587e-06,9.25652515167531e-06,"111585587","ENSAOCG00000011898","haus6_ENSAOCG00000011898","HAUS augmin-like complex, subunit 6","HAUS augmin-like complex subunit 6",0.664809810780881,-1.98139114846019,-0.500706599534144,-5.00540870356241
-1.23862765433657,-2.35973958206668,1.59998911253128e-07,7.8319467058406e-07,"111576224","ENSAOCG00000023153","LOC111576224_enpp7.2","ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like.1","ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like.2",3.52131669884996,-1.89424934083415,-0.583005967838986,-5.64118925328769
-1.23643624926071,-2.35615793816996,7.75120225247625e-13,1.52880397540140e-11,"111571370","ENSAOCG00000008614","pmt","phosphoethanolamine methyltransferase","phosphoethanolamine N-methyltransferase 3-like",5.42951096603385,-1.68522241058909,-0.787650087932337,-8.22650717431701
-1.23591943765665,-2.355314051104,2.10829928911135e-09,1.5938417019614e-08,"111568685","ENSAOCG00000018535","cav4b","caveolin 4b","caveolin-2-like.2",1.10149823648326,-1.79565786667546,-0.676181008637831,-6.59307849624586
-1.23566778771095,-2.35490324844265,1.2113010343134e-18,2.22820303542225e-16,"111580777","ENSAOCG00000000099","osr1","odd-skipped related transcription factor 1","protein odd-skipped-related 1-like",2.79999447406795,-1.57434845974668,-0.896987115675219,-10.8941793530218
-1.23536532664992,-2.35440959465108,1.05650071197802e-05,3.53227450086661e-05,"111568200","ENSAOCG00000013627","tmem218","transmembrane protein 218","transmembrane protein 218",-0.389687423792252,-2.02992902123908,-0.440801632060764,-4.64247847550219
-1.23396633374647,-2.35212761147078,9.04466365798842e-14,2.43200956137022e-12,"111565579","ENSAOCG00000001629","haspin_ENSAOCG00000001629","histone H3 associated protein kinase","histone H3 associated protein kinase",2.56024634737717,-1.65952944380273,-0.808403223690205,-8.65809895901009
-1.23304303079428,-2.3506227670523,7.54642057716677e-10,6.38894679209976e-09,"111584018","ENSAOCG00000022313","mmp11a_MMP11","matrix metallopeptidase 11a","stromelysin-3-like.1",1.15759926878772,-1.77359287833428,-0.692493183254281,-6.81123229648004
-1.23205285734543,-2.34901000369124,2.35250984195995e-06,9.01572188187429e-06,"111566802","ENSAOCG00000001578","LOC111566802_pthlhb","parathyroid hormone-related protein-like","parathyroid hormone-related protein-like",-0.268576872227159,-1.96601407451405,-0.49809164017681,-5.01232746410405
-1.23163859087756,-2.34833558785904,2.60743162962613e-10,2.47348208770618e-09,"111565034","ENSAOCG00000004409","agxta","alanine--glyoxylate and serine--pyruvate aminotransferase a","alanine--glyoxylate and serine--pyruvate aminotransferase",4.50117660357266,-1.75443376519957,-0.708843416555544,-7.03452741368944
-1.23124176299305,-2.34768974319569,1.86329620871221e-16,1.33327819744995e-14,"111568731","ENSAOCG00000016981","LOC111568731_FANCA","FA complementation group A","FA complementation group A",2.3848587342683,-1.60295401418736,-0.859529511798728,-9.89053243101549
-1.23123222717283,-2.34767422565894,3.63056898444262e-17,3.53824410800566e-15,"111587704","ENSAOCG00000002950","pola1","polymerase (DNA directed), alpha 1","DNA polymerase alpha 1, catalytic subunit",5.08488597552623,-1.59110218429279,-0.871362270052873,-10.2159225275116
-1.23030107171279,-2.34615946037949,4.74382372302529e-12,7.33412711874517e-11,"111579030",NA,"LOC111579030","uncharacterized LOC111579030",NA,1.5388971583406,-1.69769925330336,-0.76290289012223,-7.85972936701041
-1.22595095771637,-2.33909581265064,5.48625657682489e-16,3.2284971079687e-14,"111588511","ENSAOCG00000016113","slc25a15b","solute carrier family 25 member 15b","mitochondrial ornithine transporter 1-like.1",3.45953856043066,-1.6042806063716,-0.84762130906113,-9.67577873899775
-1.22589949549918,-2.33901237650759,4.18616162931342e-13,9.12566287167534e-12,"111571043","ENSAOCG00000017279","tedc1_ENSAOCG00000017279","tubulin epsilon and delta complex 1","tubulin epsilon and delta complex 1",2.70031319093481,-1.6642490383304,-0.787549952667969,-8.35059683945711
-1.22510128431838,-2.33771861075578,1.09293480635793e-12,2.03454017798938e-11,"111580994","ENSAOCG00000017509","cenpu_ENSAOCG00000017509","centromere protein U","centromere protein U-like",2.08162102171009,-1.67355313487967,-0.77664943375709,-8.15716755315671
-1.22495703507404,-2.33748488340818,9.58799627743438e-07,3.96822182596813e-06,"111563766",NA,"LOC111563766","aurora kinase A and ninein-interacting protein",NA,0.072892991811213,-1.92479012288516,-0.525123947262923,-5.22648360952605
-1.22405890833306,-2.33603017240153,5.75631022778613e-12,8.6336636271628e-11,"111563675","ENSAOCG00000009849","postnb","periostin, osteoblast specific factor b","periostin-like",8.88547113629596,-1.69142602179897,-0.756691794867151,-7.82037137790844
